district_id,reservoir_name,pct_full,pct_normal,asof_date,granularity,notes,source_url
jh_deoghar,,19.92,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Eastern Region = Jharkhand+Odisha+West Bengal+Tripura),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
jh_dhanbad,,19.92,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Eastern Region = Jharkhand+Odisha+West Bengal+Tripura),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
jh_dumka,,19.92,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Eastern Region = Jharkhand+Odisha+West Bengal+Tripura),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
jh_east_singhbum,,19.92,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Eastern Region = Jharkhand+Odisha+West Bengal+Tripura),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
jh_garhwa,,19.92,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Eastern Region = Jharkhand+Odisha+West Bengal+Tripura),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
jh_giridih,,19.92,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Eastern Region = Jharkhand+Odisha+West Bengal+Tripura),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
jh_godda,,19.92,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Eastern Region = Jharkhand+Odisha+West Bengal+Tripura),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
jh_gumla,,19.92,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Eastern Region = Jharkhand+Odisha+West Bengal+Tripura),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
jh_hazaribagh,,19.92,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Eastern Region = Jharkhand+Odisha+West Bengal+Tripura),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
jh_jamtara,,19.92,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Eastern Region = Jharkhand+Odisha+West Bengal+Tripura),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
jh_khunti,,19.92,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Eastern Region = Jharkhand+Odisha+West Bengal+Tripura),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
jh_koderma,,19.92,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Eastern Region = Jharkhand+Odisha+West Bengal+Tripura),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
jh_latehar,,19.92,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Eastern Region = Jharkhand+Odisha+West Bengal+Tripura),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
jh_lohardaga,,19.92,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Eastern Region = Jharkhand+Odisha+West Bengal+Tripura),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
jh_pakur,,19.92,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Eastern Region = Jharkhand+Odisha+West Bengal+Tripura),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
jh_ramgarh,,19.92,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Eastern Region = Jharkhand+Odisha+West Bengal+Tripura),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
jh_ranchi,,19.92,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Eastern Region = Jharkhand+Odisha+West Bengal+Tripura),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
jh_sahebganj,,19.92,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Eastern Region = Jharkhand+Odisha+West Bengal+Tripura),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
jh_saraikela_kharsawan,,19.92,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Eastern Region = Jharkhand+Odisha+West Bengal+Tripura),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
jh_simdega,,19.92,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Eastern Region = Jharkhand+Odisha+West Bengal+Tripura),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
jh_west_singhbhum,,19.92,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Eastern Region = Jharkhand+Odisha+West Bengal+Tripura),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ka_bagalkote,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ka_ballari,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ka_belagavi,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ka_bengaluru_rural,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ka_bengaluru_urban,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ka_chamarajanagara,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ka_chikkaballapura,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ka_chikkamagaluru,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ka_chitradurga,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ka_dakshina_kannada,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ka_davangere,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ka_dharwad,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ka_gadag,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ka_hassan,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ka_haveri,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ka_kodagu,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ka_kolar,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ka_koppal,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ka_mandya,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ka_mysuru,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ka_raichur,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ka_ramanagara,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ka_shivamogga,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ka_tumakuru,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ka_udupi,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ka_uttara_kannada,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ka_vijayanagar,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
ka_yadgir,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
kl_alappuzha,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
kl_ernakulam,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
kl_idukki,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
kl_kannur,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
kl_kasaragod,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
kl_kollam,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
kl_kottayam,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
kl_kozhikode,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
kl_malappuram,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
kl_palakkad,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
kl_pathanamthitta,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
kl_thiruvananthapuram,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
kl_thrissur,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
kl_wayanad,,20.76,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Southern Region = AP+Karnataka+Kerala+Tamil Nadu+Telangana),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_agar_malwa,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_alirajpur,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_anuppur,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_ashoknagar,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_balaghat,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_barwani,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_betul,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_bhind,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_bhopal,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_burhanpur,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_chhindwara,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_damoh,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_datia,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_dewas,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_dhar,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_dindori,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_east_nimar,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_guna,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_gwalior,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_harda,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_indore,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_jabalpur,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_jhabua,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_katni,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_khargone,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_mandla,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_mandsaur,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_morena,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_narmadapuram,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_narsinghpur,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_neemuch,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_niwari,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_panna,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_raisen,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_rajgarh,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_ratlam,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_rewa,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_satna,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_sehore,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_seoni,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_shahdol,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_shajapur,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_sheopur,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_shivpuri,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_sidhi,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_singrauli,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_tikamgarh,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_ujjain,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_umaria,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mp_vidisha,,32.24,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Central Region = UP+Uttarakhand+MP+Chhattisgarh),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mh_ahmednagar,,28.51,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Western Region = Gujarat+Maharashtra),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mh_akola,,28.51,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Western Region = Gujarat+Maharashtra),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mh_amravati,,28.51,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Western Region = Gujarat+Maharashtra),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mh_bhandara,,28.51,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Western Region = Gujarat+Maharashtra),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mh_buldhana,,28.51,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Western Region = Gujarat+Maharashtra),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mh_chandrapur,,28.51,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Western Region = Gujarat+Maharashtra),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
mh_dhule,,28.51,,2026-06-25,regional_fallback,CWC weekly reservoir bulletin regional aggregate (Western Region = Gujarat+Maharashtra),https://www.chinimandi.com/indias-reservoir-storage-falls-below-last-year-cwc/
